@relation 'eisen0.names'

@attribute alpha_0                                 numeric
@attribute alpha_7                                 numeric
@attribute alpha_14                                numeric
@attribute alpha_21                                numeric
@attribute alpha_28                                numeric
@attribute alpha_35                                numeric
@attribute alpha_42                                numeric
@attribute alpha_49                                numeric
@attribute alpha_56                                numeric
@attribute alpha_63                                numeric
@attribute alpha_70                                numeric
@attribute alpha_77                                numeric
@attribute alpha_84                                numeric
@attribute alpha_91                                numeric
@attribute alpha_98                                numeric
@attribute alpha_105                               numeric
@attribute alpha_112                               numeric
@attribute alpha_119                               numeric
@attribute elu_0                                   numeric
@attribute elu_30                                  numeric
@attribute elu_60                                  numeric
@attribute elu_90                                  numeric
@attribute elu_120                                 numeric
@attribute elu_150                                 numeric
@attribute elu_180                                 numeric
@attribute elu_210                                 numeric
@attribute elu_240                                 numeric
@attribute elu_270                                 numeric
@attribute elu_300                                 numeric
@attribute elu_330                                 numeric
@attribute elu_360                                 numeric
@attribute elu_390                                 numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_70                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_110                               numeric
@attribute cdc15_130                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_250                               numeric
@attribute cdc15_270                               numeric
@attribute cdc15_290                               numeric
@attribute spo_0                                   numeric
@attribute spo_2                                   numeric
@attribute spo_5                                   numeric
@attribute spo_7                                   numeric
@attribute spo_9                                   numeric
@attribute spo_11                                  numeric
@attribute spo5_2                                  numeric
@attribute spo5_7                                  numeric
@attribute spo5_11                                 numeric
@attribute spo__early                              numeric
@attribute spo__mid                                numeric
@attribute heat_0                                  numeric
@attribute heat_10                                 numeric
@attribute heat_20                                 numeric
@attribute heat_40                                 numeric
@attribute heat_80                                 numeric
@attribute heat_160                                numeric
@attribute dtt_15                                  numeric
@attribute dtt_30                                  numeric
@attribute dtt_60                                  numeric
@attribute dtt_120                                 numeric
@attribute cold_0                                  numeric
@attribute cold_20                                 numeric
@attribute cold_40                                 numeric
@attribute cold_160                                numeric
@attribute diau_540                                numeric
@attribute diau_660                                numeric
@attribute diau_780                                numeric
@attribute diau_900                                numeric
@attribute diau_1020                               numeric
@attribute diau_1140                               numeric
@attribute diau_1260                               numeric
@attribute class {R.14.04,R.11.02.03.04,R.43.01.03.05,R.42.01,R.20.09.07,R.01.05.25,R.16.01,R.01.06.02.01,R.01.04,R.20.01.15,R.12.01.01,R.01.05,R.34.01.01.01,R.14.07,R.01.07.01,R.42.16,R.11.02.03.01,R.32.01.01,R.11.04.03.01,R.14.10,R.34.11.03.07,R.11.06.02,R.16.03.03,R.16.19.03,R.11.04.01,R.20.09.18,R.20.03,R.14.13.01.01,R.11.04.03.05,R.14.07.05,R.10.01.05.01,R.10.03.01,R.18.02.01,R.42.04.05,R.16.03.01,R.01.06,R.10.03.02,R.10.01.03,R.01.06.05,R.01.05.09.07,R.14.07.02,R.01.01.06.06.01.03,R.20.01.03,R.01.01.09.06.01,R.10.03.01.03,R.14.07.02.02,R.42.04,R.20.01.01.01,R.99,R.20.09.04,R.01.02.07,R.32.07,R.01.03.01,R.16.21.07,R.14.07.11,R.02.01,R.01.01.06.05,R.20.01.13,R.10.01.09.05,R.01.06.06.11,R.20.09.07.03,R.14.01,R.01.05.02.07,R.01.04.04,R.42.19,R.02.13,R.20.09.13,R.14.13.01,R.42.04.03,R.02.13.03,R.12.07,R.32.01,R.01.03.04,R.40.01,R.01.03.01.03,R.12.04.01,R.12.10,R.14.07.04,R.02.16.01,R.20.01.07,R.01.05.06.07,R.12.04.03,R.10.01.05.03,R.12,R.11.04.03.03,R.11.02.03.01.04,R.11.04.02,R.14.07.09,R.20.01.10,R.01.02,R.20.09.01,R.01.01.09.04,R.20.09.16,R.32.01.03,R.10.01.05.03.01,R.01.03.04.03,R.01.20.15,R.01.01.11.03.01,R.01.01.09.04.01,R.10.03.01.01.09,R.12.01,R.12.04.02,R.01.01,R.01.01.03.02.01,R.01.01.09.07.01,R.01.06.02.02,R.43.01.03.09,R.10.01.03.05,R.01.06.06,R.32.05.01.03.03,R.20.01.01.01.01,R.10.03.01.01.11,R.01.07,R.11.02.03.04.03,R.20.01.03.01,R.01.01.11.04.01,R.02.19,R.01.01.03.05.01,R.14.13.04,R.01.02.02.09,R.11.02.03.01.01,R.20.01.21,R.01.06.10,R.01.01.06.02.01,R.10.03.03,R.20.01.17,R.01.03.01.01,R.01.03.16.01,R.01.01.13,R.01.01.06.05.01,R.32.01.09,R.32,R.01.03.10,R.20.09.18.09.01,R.01.01.09.02,R.11.02.03.04.01,R.20.01.03.03,R.16.07,R.01.01.06.05.01.01,R.38,R.01.01.09.03.01,R.20.01.01.07.07,R.01.01.03.03.01}
@data
0.06,-0.17,0.19,0.06,0.11,-0.42,0.16,-0.42,-0.01,-0.22,-0.03,-0.12,0.15,-0.38,-0.01,-0.42,0.11,-0.34,0.5,-0.17,-0.42,-0.47,-0.49,-0.49,-0.71,-0.27,-0.1,-0.32,-0.15,-0.1,-0.15,-0.12,-0.4,-0.15,-0.07,-0.06,-0.22,-0.2,-0.14,-0.03,-0.49,-0.23,-0.06,0.06,0.41,0.51,0.3,-0.43,-0.15,-0.42,-0.69,-0.92,-1,0.67,-0.47,-0.56,-0.06,-0.07,-0.43,-0.07,-0.2,-0.84,-0.43,-1.06,0.06,-0.29,-0.1,0.01,-0.43,-0.25,-0.71,-1.15,-0.03,-0.27,-0.01,0.14,0.33,1.33,0.58,R.14.04
-0.92,-0.47,-0.14,-0.54,-0.34,-0.36,-0.04,-0.62,-0.1,-0.29,-0.29,-0.51,-0.170882,-0.42,-0.4,-0.58,-0.51,-0.47,-0.54,0.18,0.15,-0.01,-0.111471,-0.04,-0.07,0.49,0.25,0.25,0.32,0.24,0.53,0.51,0.54,0.7,0.68,0.66,0.4,0.25,0.19,0.43,0.43,0.08,0.37,-0.04,0.29,0.06,0.1,-0.22,0.11,0.01,0.41,0.29,0.28,-0.109706,0.6,-0.54,-0.188182,-0.01,-0.25,-0.71,-0.67,-0.84,-0.84,-0.58,-0.18,-0.23,-0.34,-0.2,-0.84,-0.25,-1.18,-1.47,-0.09,0.29,0.15,-0.01,0.07,0.24,-0.4,R.11.02.03.01
-0.06,-0.45,-0.27,-0.27,-0.17,-0.22,0.03,-0.23,-0.17,-0.23,-0.1,-0.43,-0.18,-0.54,-0.03,-0.3,0.12,-0.29,-0.04,-0.47,-0.38,-0.62,-0.38,-0.42,-0.64,-0.42,-0.14,-0.56,-0.47,0.03,0.04,-0.64,-0.71,-0.74,-0.42,-0.133175,0.1,-0.03,0.07,0.1,0.1,0.1,0.24,-0.18,0.07,0.1,0.19,-0.34,0.29,0.04,0.34,0.07,-0.238906,0.32,0.14,-0.29,0.24,-0.29,-0.47,-0.67,-1.47,-1.64,-0.84,-1.6,0.55,-0.07,0.01,-0.17,-0.4,-0.62,-1.32,-1.4,-0.125556,0.52,0.3,-0.25,-0.04,-0.01,-0.64,R.14.10
-0.42,-0.01,-0.49,-0.22,-0.58,-0.01,-0.27,-0.1,-0.04,0.15,-0.14,-0.209683,-0.14,-0.18,-0.15,-0.18,-0.12,-0.14129,-0.09,-0.06,0.1,-0.2,-0.27,-0.01,0.03,0.03,-0.12,-0.1,0.4,-0.38,-0.23,-0.03,-0.49,-0.42,-0.3,0.26,-0.1,-0.17,-0.22,0.01,0.25,0.04,0.15,0.33,-0.17,-0.17,0.11,0.14,0.33,0.38,0.57,0.29,0.3,0.07,0.01,-0.47,0.39,-0.138387,-0.18,-0.43,-0.64,-0.94,-0.4,-0.94,0.21,-0.133125,-0.14,-0.22,-0.4,0.04,-0.86,-1.06,-0.07,-0.14,0.07,-0.09,0.04,-0.36,-0.56,R.14.10
-0.62,-0.51,-0.58,-0.2,-0.58,-0.18,-0.56,-0.22,-0.14,0.14,0.23,-0.22,-0.3,-0.27,-0.06,0.28,-0.07,0.18,-0.09,0.14,-0.04,0.29,-0.1,0.45,0.37,0.56,0.38,0.49,0.32,0.34,0.34,0.15,-0.47,-0.42,-0.36,-0.01,-0.03,-0.38,-0.58,-0.45,-0.29,0.16,0.16,-0.27,-0.6,-0.43,-0.49,-0.03,0.37,-0.1278,0.04,0.04,-0.2,0.3,-0.2,-0.38,0.66,0.12,-0.07,-0.92,-1.25,-1.47,-0.47,-1.51,0.45,-0.42,0.2,-0.29,-0.25,-0.23,-1.25,-1.43,0.16,0.25,-0.04,-0.38,-0.43,-1.29,-1.47,R.16.01
-0.49,-0.58,-0.102969,-0.04,-0.23,-0.42,-0.09,-0.17,0.03,-0.4,0.06,-0.29,-0.23,-0.43,0.04,-0.07,0.3,-0.4,-0.27,-0.56,-0.23,-0.43,-0.32,-0.12,-0.23,0.31,0.38,0.44,-0.07,0.38,0.3,-0.0988889,-0.71,0.11,-0.12,-0.42,-0.6,-0.49,0.41,1.24,-0.29,-1.09,-0.74,0.52,-1.29,-0.45,-1,0.06,0.31,-0.49,-0.3,-0.47,-0.92,1.05,0.26,-0.27,-0.34,-1.51,-0.58,-0.69,-1.09,-1.15,-0.64,-1,0.65,0.31,0.42,0.45,-0.34,-1.06,-0.76,-1.6,0.33,0.28,0.41,0.28,0.65,0.46,-0.32,R.14.10
0.25,-0.47,0.08,0.04,0.31,0.52,0.2,0.28,0.3,0.36,0.43,0.34,0.34,-0.49,0.54,0.15,0.5,0.48,-0.47,-0.81,-0.54,0.26674,-0.1,-0.4,-0.34,-0.15,0.07,-0.07,-0.29,0.04,-0.06,-0.47,-0.22,0.08,0.36,0.24,0.5,0.55,0.72,0.77,0.71,0.32,0.51,0.5,0.4,0.62,1.14,0.01,-1.15346,-1.29109,-1.36659,-0.89,-0.49,1.66,-0.166923,0.58,-0.94,-1.6,-0.22,-0.47,-2.18,-2.06,-1.51,-1.64,-0.17,0.68,-0.23,-0.84,-0.14,-1,-0.58,-1.89,0.19,0.28,0.58,0.3,0.3,-0.62,-1.4,R.12.01.01
0.24,-0.1,-0.09,-0.14,-0.42,-0.22,-0.17,-0.09,0.16,-0.27,0.2,-0.43,-0.14,-0.54,0.065625,-0.32,-0.09,-0.34,-0.04,-0.34,0.1,0.08,0.55,0.52,0.26,0.26,-0.18,-0.27,0.32,-0.15,-0.56,-0.42,-0.2,-0.15,-0.4,0.03,-0.54,0.039375,0.14,0.76,0.03,-1.6,-0.58,0.15,-1.09,-0.2,-0.49,-0.1,-0.27,0.19,0.78,0.81,0.68,-0.74,0.32,-0.42,-1.32,-1.15,-0.54,-1.18,-1.89,-1.94,-1.25,-0.97,0.3,0.93,-0.51,-0.6,-0.42,-0.01,-0.38,-1.06,0.37,0.32,0.67,0.04,-0.499412,-0.09,-1.09,R.12.04.01
0.01,-0.42,-0.4,-0.2,-0.32,-0.27,-0.0579602,-0.47,-0.36,-0.15,-0.42,-0.07,-0.2,-0.34,-0.2,-0.23,-0.23,-0.15,0.07,-0.58,-0.23,-0.51,-0.29,-0.14,-0.36,-0.18,-0.23,-0.3,0.04,-0.27,-0.45,-0.43,-0.15,0.4,0.06,-0.42,-0.3,-0.45,0.15,0.62,-0.03,-1.32,0.11,0.1,-0.54,-0.06,-0.74,-0.12,-0.07,-0.38,-0.62,-0.89,-0.67,0.39,-0.42,-0.54,-0.54,-0.27,-0.32,-0.27,0.16,-0.67,-0.38,-0.34,-0.1,0.6,-0.51,-0.42,-0.76,0.21,-0.76,-1,-0.06,-0.07,-0.06,-0.27,0.03,0.28,-0.23,R.16.01
-0.04,-0.23,-0.34,-0.14,-0.17,-0.03,-0.09,-0.06,-0.167273,-0.06,-0.23,-0.36,-0.09,-0.54,-0.277059,-0.36,-1,0.08,-0.22,-0.42,-0.27,-0.1,0.57,0.44,0.04,-0.09,-0.22,-0.36,0.23,-0.4,-0.36,-0.54,0.56,0.57,0.48,-0.0676471,0.23,0.25,0.2,0.07,0.0233333,-0.1,-0.2,0.25,0.49,-0.36,0.65,-0.56,-1,-0.74,-1.09,-0.94,-1.06,-0.69,-0.3,-0.89,-1.15,-0.94,-0.51,-1.47,-1.22,-0.97,-0.89,-0.97,0.43,0.64,-0.67,-0.64,-0.92,-0.23,-0.76,-1.09,-0.09,-0.27,0.37,-0.17,-0.25,-0.43,0.21,R.11.02.03.01
-0.23,-0.76,-0.45,-0.71,-0.47,-0.36,0.08,-0.4,-0.07,-0.2,-0.22,-0.29,-0.22,-0.71,-0.2,-0.47,-0.14,-0.49,-0.43,0.19,-0.17,-0.23,-0.23,-0.25,-0.47,-0.12,0.08,-0.15,-0.43,0.1,0.3,0.105,0.14,-0.195,-0.12,-0.29,-0.1,-0.15,-0.07,-0.22,-0.56,-0.12,-0.04,-0.15,0.23,0.03,0.25,-0.27,0.1,-0.64,-0.89,-0.76,-0.84,0.62,-0.49,0.14,-0.25,-0.38,-0.34,-0.36,-0.67,-0.62,-0.43,-0.34,0.59,0.39,-0.27,-0.64,-0.43,-0.2,-0.84,-1.06,0.0683333,-0.09,-0.03,-0.07,0.07,-0.06,-1.18,R.14.01
-0.06,-0.29,0.12,0.32,0.06,-0.34,0.14,0.36,0.4,0.4,0.37,0.06,0.03,0.25,0.19,-0.2,0.14,0.51,-0.69,-0.45,-0.36,-0.23,-0.12,-0.49,-0.27,-0.18,-0.17,-0.49,-0.36,-0.22,-0.54,-0.32,0.3,0.33,-0.159677,-0.22,-0.18,0.03,0.18,-0.07,-0.01,0.25,0.19,0.75,0.54,0.31,0.58,0.11,-0.38,-0.3,-0.38,-0.14,-0.18,0.03,0.1,0.38,0.29,-0.45,-0.74,-1.09,-0.76,-1.18,-0.71,-0.51,0.51,0.53,0.1,0.01,-0.3,-0.01,-0.6,-0.25,0.15,0.29,0.67,0.15,-0.3,0.36,-0.62,R.14.04
-0.03,-0.09,-0.0891089,-0.03,-0.18,-0.04,0.2,-0.04,-0.03,-0.09,-0.23,-0.27,-0.07,-0.34,-0.14,-0.43,0.14,0.04,0.24,-0.1,-0.09,-0.09,0.18,0.37,0.1,0.24,0.1,0.04,0.07,0.04,-0.09,-0.07,0.04,-0.04,-0.01,-0.03,0.26,0.26,0.45,0.36,0.44,0.49,0.5,0.07,1.06,0.68,0.9,-0.32,-0.76,-0.1278,-0.32,-0.23,-0.07,-0.07,0.37,0.41,-1.36,-1.32,-0.56,-1.69,-1.12,-1.69,-1.36,0.15,0.63,0.62,0.15,-0.15,-0.76,-0.17,-0.74,-0.62,0.1,0.2,0.23,0.12,0.28,0.4,-0.47,R.16.01
-0.29,-0.14,-0.34,-0.47,-0.22,0.1,0.06,-0.01,-0.18,-0.14,-0.38,-0.36,-0.06,-0.34,-0.1,-0.4,0.3,-0.51,0.5,-0.38,-0.03,-0.36,0.4,0.03,-0.06,-0.03,-0.17,-0.2,0.11,-0.22,-0.15,-0.29,0.68,0.73,0.82,0.38,0.2,0.12,0.33,0.42,0.4,0.14,0.28,-0.86,0.61,0.31,0.74,-0.36,0.26,0.44,1.06,0.7,0.37,-0.32,0.24,-0.3,0.03,0.19,-0.58,-1.15,-0.84,-1.64,-0.84,0.01,-0.07,0.88,-0.36,-0.14,-0.84,0.07,-0.54,-0.47,-0.01,0.1,0.07,-0.43,-0.01,-0.32,-0.97,R.16.01
-0.112312,-0.58,-0.67,-0.42,-0.3,-0.3,-0.0579602,-0.2,0.16,-0.18,-0.25,-0.25,-0.4,-0.62,-0.56,-0.45,-0.38,-0.32,0.24,0.32,-0.12,-0.09,0.33,-0.2,-0.27,0.11,-0.18,-0.03,0.12,0.1,-0.09,0.1,0.76,0.8,0.57,0.19,0.21,0.64,0.45,0.37,0.29,0.45,0.4,0.11,0.52,0.42,0.6,-0.38,-0.32,0.53,1.08,0.41,0.62,-0.84,0.3,-0.25,-0.12,0.21,-0.34,-1.36,-0.84,-1.43,-1.29,-0.27,0.03,0.7,-0.09,-0.3,-0.76,0.32,-0.89,-0.36,-0.03,-0.2,0.16,-0.1,-0.29,-0.03,-1.12,R.16.01
-0.01,-0.4,-0.43,0.01,-0.23,-0.42,-0.06,-0.29,-0.04,-0.22,-0.25,-0.25,-0.04,-0.6,-0.25,-0.23,-0.2,-0.42,-0.2,-0.303415,-0.18,-0.1,-0.07,-0.06,0.03,0.07,-0.14,0.07,0.06,0.21,-0.32,0.01,0.03,0.32,0.26,-0.1,0.03,0.08,-0.09,-0.04,-0.04288,0.08,0.07,0.01,0.32,0.12,0.29,0.03,-0.01,0.26,0.74,0.56,0.29,0.07,0.38,-0.14,-0.42,-0.76,-0.34,-0.92,-0.36,-0.92,-0.74,-0.18,0.46,0.25,-0.03,-0.23,-0.34,0.14,-0.1,-0.34,0.16,0.28,0.49,-0.09,-0.22,0.65,-0.18,R.14.04
-0.54,-0.45,-0.58,-0.36,-0.67,-0.2,-0.54,-0.106304,0.21,-0.29,0.34,0.12,0.23,-0.03,0.21,0.38,-0.14,-0.25,0.51,0.38,0.42,-0.1,0.01,0.37,0.58,0.18,0.21,0.2,0.34,0.38,0.45,0.31,-0.71,-0.6,-0.38,0.03,-0.12,-0.23,-0.04,0.16,0.24,0.44,0.24,0.26,0.36,0.03,0.39,0.04,0.71,0.54,0.38,0.52,0.74,0.42,0.52,0.61,0.42,0.57,-0.34,-1.03,-1.64,-1.36,-0.89,-0.89,0.82,0.31,-0.01,-0.06,-0.4,0.1575,-0.4,-0.38,0.32,-0.09,-0.12,-0.1,-0.29,0.03,-0.89,R.16.03.03
-0.01,0.06,-0.01,1.1,-0.12,0.04,-0.01,0.04,0.34,-0.3,0.14,0.18,-0.03,-0.22,-0.17,0.3,-0.03,0.11,-0.03,-0.12,-0.04,0.04,-0.32,-0.18,-0.12,0.14,-0.04,-0.15,-0.01,0.01,-0.12,-0.06,-0.18,-0.14,0.01,-0.18,-0.12,-0.09,0.152857,-0.15,-0.09,0.18,-0.01,0.25,0.04,-0.18,-0.12,0.04,-0.07,-0.27,-0.43,-0.74,-0.84,-0.27,-0.6,-0.89,0.18,0.7,-0.07,-0.34,-0.22,-0.42,-0.43,-0.79,0.19,-0.22,-0.34,-0.49,-0.22,0.03,-0.36,0.01,0.24,0.04,0.37,0.01,-0.3,-0.27,-0.47,R.20.09.18
-0.22,-0.42,-0.29,-0.2,-0.3,0.06,0.39,0.3,0.38,-0.18,0.11,-0.3,0.03,-0.38,0.16,-0.12,0.18,-0.18,-0.92,0.24,0.24,0.26,0.26,0.1,0.32,0.11,-0.03,0.04,0.23,0.11,-0.09,0.07,-0.6,-0.86,-0.84,0.07,0.65,0.6,0.03,-0.56,-0.12,0.04,0.16,-0.47,-0.34,-0.58,-0.49,-0.14,0.75,-0.15,-1.03,-1.06,-1.74,1.24,-0.84,-1.12,0.39,-0.03,0.21,-0.6,-0.69,-0.03,0.12,0.73,-0.23,-0.92,-0.03,0.37,0.03,-0.3,-0.79,-0.62,0.36,0.03,0.36,-0.15,0.03,-1.51,-1.64,R.01.06.06.11
0.06,-0.34,-0.25,0.01,-0.01,0.06,0.28,0.12,0.2,-0.07,0.12,0.16,0.34,-0.01,0.31,0.12,-0.09,-0.01,-0.76,0.36,0.14,0.3,-0.17,-0.03,-0.15,-0.04,0.03,-0.0531579,0.1,0.26,0.04,0.14,-0.58,-0.64,-0.56,0.16,0.3,0.19,0.33,0.39,0.21,0.23,0.12,-0.54,-0.12,-0.14,-0.04,0.25,0.84,-0.06,-0.97,-1.64,-1.64,0.91,-0.74,-1.09,0.23,0.2,0.04,-0.64,-0.89,-0.09,0.03,0.39,-0.29,-0.84,0.1,0.03,0.01,0.26,-0.22,-0.29,0.46,0.7,0.66,-0.27,-0.17,-1.15,-0.94,R.01.06.06.11
-1.4,-0.94,-0.81,-0.3,-0.36,0.24,0.15,0.15,0.19,0.16,0.06,-0.22,0.04,-0.27,0.03,-0.03,-0.17,-0.12,-0.86,-0.06,0.68,-0.1,0.19,0.72,0.73,0.56,0.25,0.29,0.41,0.33,0.1,0.12,-0.18,-0.3,-0.308947,0.16,-0.3,-0.22,-0.1,0.44,0.34,-0.04,-0.2,0.07,-0.47,-0.43,-0.23,-0.15,0.29,-0.38,-0.45,-0.69,-0.76,0.41,-0.45,-1.06,0.15,0.25,0.37,-0.54,-0.25,-0.1,-0.12,0.31,-0.1,-1.25,0.16,0.16,-0.12,0.31,-0.81,-0.74,0.11,0.42,0.71,0.12,-0.1,-0.49,-1.22,R.01.06.06.11
-1.15,-1.06,-0.23,0.12,0.54,0.3,0.03,0.23,0.11,-0.56,0.04,-0.07,0.28,0.2,0.39,0.34,-0.27,-0.51,-1.56,-1.32,-0.84,-0.23,0.25,0.48,0.77,0.43,0.03,0.06,0.32,-0.15,-0.6,-0.23,-0.36,-0.45,-0.09,0.5,0.29,-0.14,-0.14,0.57,0.44,0.14,-0.03,-1,-0.51,-0.67,-0.42,-0.29,0.33,0.0622222,-0.34,-0.27,-0.58,0.07,-0.3,0.12,0.34,0.18,0.28,-0.81,-0.81,-0.49,0.08,-0.12,0.25,-0.92,0.24,0.23,-0.04,0.188889,-0.67,-0.74,0.19,0.36,0.78,0.11,-0.18,-1.15,-1.64,R.01.06
-0.29,-0.4,-0.36,-0.36,-0.42,-0.1,-0.4,-0.12,0.21,0.26,0.42,-0.1,-0.1129,-0.38,-0.29,0.19,-0.25,0.06,0.08,0.4,-0.09,-0.1,-0.1,0.03,0.18,0.36,0.03,0.33,0.21,0.15,0.25,0.2,0.07,0.18,-0.1,-0.1,-0.22,-0.1,-0.15,-0.1,-0.25,-0.01,-0.07,0.29,-0.01,-0.23,-0.04,-0.01,-0.140976,0.24,-0.49,-0.76,-0.38,-0.06,-0.97,-1.12,0.06,0.38,-0.42,-0.56,-0.09,-0.34,-0.04,-0.18,0.15,-0.84,0.2,-0.34,-0.09,-0.12,-0.76,-0.04,0.08,0.16,0.41,-0.29,-0.6,-0.43,-1.22,R.16.01
-0.29,-0.62,0.2,-0.09,0.44,-0.27,0.44,0.01,0.23,0.06,0.15,-0.64,0.12,0.06,0.29,0.21,-0.17,-0.01,-1.89,-0.51,-0.67,-0.45,0.06,0.43,-0.27,0.62,0.31,0.56,-0.07,0.44,0.12,0.24,-0.01,0.07,0.04,-1.18,-1.06,-1.18,-1.79,-0.03,0.03,-1.4,-1.51,-0.45,0.36,-0.12,0.07,0.01,0.26,0.2,-0.36,-0.62,-0.92,-0.03,-0.71,-1.4,0.12,0.33,-0.38,-1.47,-1.18,-1,-0.49,-0.51,0.52,-0.12,0.39,0.31,-0.45,-0.25,-0.23,-0.3,0.23,0.29,0.21,0.06,0.01,-1.09,-2,R.01.04.04
0.16,-0.18,0.03,0.14,0.26,-0.09,0.32,-0.04,0.07,-0.07,-0.09,-0.15,0.06,-0.4,-0.281111,-0.23,0.36,-0.29,-0.62,-0.25,-0.49,-0.34,-0.06,-0.2,-0.23,-0.25,-0.15,-0.32,-0.58,-0.01,-0.14,-0.17,0.07,0.315556,0.2,0.01,0.19,0.06,0.33,0.8,-0.14,0.01,-0.04,-0.22,0.51,0.31,0.43,-0.45,0.36,-0.27,-0.58,-0.69,-0.79,0.33,-0.58,-0.64,0.24,-0.18,-0.51,-0.84,-0.34,-0.67,-0.23,0.32,0.03,-0.09,-0.18,-0.51,-0.38,0.15,-0.42,-0.2,-0.01,-0.10625,-0.06,-0.25,-0.14,-0.22,-0.15,R.11.04.02
0.03,-0.29,0.16,-0.4,0.24,-0.12,0.06,0.03,-0.105556,-0.09,0.68,-0.09,-0.17,-0.23,-0.04,-0.1,-0.231111,0.16,-0.34,-0.4,-0.36,-0.27,-0.14,-0.62,-0.43,-0.51,-0.51,-0.3,-0.36,-0.29,-0.2,-0.32,0.26,0.06,0.06,-0.03,0.07,0.24,0.15,0.07,-0.18,0.15,0.12,-0.09,0.43,0.19,0.34,-0.29,0.16,0.12,-0.18,0.01,-0.03,0.12,-0.64,-0.47,0.33,-0.25,-0.18,-0.4,-0.36,-0.74,-0.27,-0.1,-0.07,-0.133125,-0.43,-0.4,-0.3,0.19,-0.2,-0.47,-0.15,-0.1,0.12,-0.04,-0.23,-0.25,-0.54,R.14.10
-0.112312,-0.07,0.24,0.11,0.2,-0.07,0.04,-0.23,0.15,0.03,-0.04,0.06,-0.04,-0.36,-0.1,-0.17,0.1,-0.04,-0.43,-0.38,-0.38,-0.3,-0.18,-0.22,-0.17,0.03,-0.0494118,-0.01,-0.22,-0.2,-0.15,0.04,-0.1,-0.27,-0.22,0.16,-0.25,-0.1,-0.1,0.01,0.36,-0.23,0.25,-1.51,-0.32,-0.1,-0.2,-0.27,-0.1,-0.06,0.07,-0.06,-0.29,-0.01,-0.27,-0.64,0.12,-0.01,-0.03,-0.07,-0.1,-0.14,-0.09,0.0446829,-0.62,-0.32,-0.86,-0.54,-0.34,0.14,-0.62,-0.69,-0.04,-0.07,0.1,-0.1,-0.14,-0.38,-0.79,R.16.01
-0.34,-0.2,-0.36,-0.58,-0.29,-0.1,-0.04,-0.34,-0.51,-0.76,-0.76,-0.45,-0.18,-0.45,-0.1,-0.47,0.07,0.08,0.38,-0.3,-0.43,-0.47,0.1,-0.15,-0.6,-0.17,-0.34,-0.4,-0.29,-0.29,-0.32,0.06,-0.34,0.11,0.33,0.24,0.19,-0.01,0.18,0.23,0.77,0.08,0.21,-0.6,0.32,0.37,0.46,-0.49,-0.17,-0.09,-0.0572917,-0.09,-0.32,-0.32,0.04,-0.94,-0.17,0.79,-0.3,-0.12,-0.17,-0.54,-0.22,-0.49,-0.22,0.04,-0.12,-0.22,-0.3,0.2,-0.43,-0.17,-0.22,-0.04,0.14,-0.32,-0.22,0.16,-0.56,R.16.03.03
-0.49,-0.49,-0.3,-0.54,-0.22,-0.42,-0.09,-0.36,-0.1,-0.07,-0.25,-0.15,-0.22,-0.54,-0.32,-0.2,0.06,0.23,-0.38,-0.51,-0.56,-0.38,-0.25,0.14,-0.1,0.15,0.12,0.1,-0.15,-0.1,-0.207122,-0.15,0.14,0.51,0.32,-0.25,0.03,-0.01,0.18,0.25,0.31,0.07,-0.34,-0.07,0.03,-0.17,-0.29,-0.49,0.66,0.24,0.07,-0.03,-0.07,0.16,-0.62,-0.76,0.86,0.44,-0.23,-0.47,-0.67,-0.01,-0.27,-0.38,-0.01,-0.64,-0.4,-0.62,-0.45,0.19,0.15,-0.25,0.16,0.16,0.15,-0.07,-0.12,0.04,0.44,R.11.02.03.04
-0.1,-0.3,0.14,-0.36,-0.154068,-0.23,-0.07,-0.25,-0.22,-0.17,-0.29,-0.07,-0.2,-0.49,-0.1,-0.45,-0.32,-0.47,-0.32,-0.42,-0.14,0.11,0.38,0.23,0.16,0.33,0.15,0.14,0.19,-0.1,-0.18,-0.18,-0.1,0.29,0.2,-0.09,-0.04,-0.15,0.16,0.01,0.0593548,-0.14,-0.04,-0.34,0.42,0.06,0.39,-0.29,0.63,0.29,0.32,-0.42,-0.45,0.42,-0.6,-1.22,0.43,0.28,-0.29,-0.92,-0.58,-0.67,-0.62,-0.56,0.37,-0.01,-0.25,-0.22,-0.49,0.126452,-0.09,-0.49,-0.1,-0.15,0.18,-0.18,0.04,0.03,-0.51,R.10.03.01
