@relation 'cellcycle0.names'

@attribute cln3-1                                  numeric
@attribute cln3-2                                  numeric
@attribute clb2-2                                  numeric
@attribute clb2-1                                  numeric
@attribute alpha0                                  numeric
@attribute alpha7                                  numeric
@attribute alpha14                                 numeric
@attribute alpha21                                 numeric
@attribute alpha28                                 numeric
@attribute alpha35                                 numeric
@attribute alpha42                                 numeric
@attribute alpha49                                 numeric
@attribute alpha56                                 numeric
@attribute alpha63                                 numeric
@attribute alpha70                                 numeric
@attribute alpha77                                 numeric
@attribute alpha84                                 numeric
@attribute alpha91                                 numeric
@attribute alpha98                                 numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute alpha119                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_70                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_110                               numeric
@attribute cdc15_120                               numeric
@attribute cdc15_130                               numeric
@attribute cdc15_140                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_220                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_240                               numeric
@attribute cdc15_250                               numeric
@attribute cdc15_270                               numeric
@attribute cdc15_290                               numeric
@attribute cdc28_0                                 numeric
@attribute cdc28_10                                numeric
@attribute cdc28_20                                numeric
@attribute cdc28_30                                numeric
@attribute cdc28_40                                numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_70                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_100                               numeric
@attribute cdc28_110                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute cdc28_160                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu60                                   numeric
@attribute elu90                                   numeric
@attribute elu120                                  numeric
@attribute elu150                                  numeric
@attribute elu180                                  numeric
@attribute elu210                                  numeric
@attribute elu240                                  numeric
@attribute elu270                                  numeric
@attribute elu300                                  numeric
@attribute elu330                                  numeric
@attribute elu360                                  numeric
@attribute elu390                                  numeric
@attribute class {R.11.02.03.01,R.12.04.02,R.01.04,R.43.01.03.09,R.32.01,R.20.01.17,R.12.04.01,R.14.10,R.20.09.07.03,R.16.03.03,R.10.03.01.01.11,R.42.01,R.01.05,R.20.03,R.01.03.01.03,R.10.01.09.05,R.11.02.03.04,R.12.10,R.01.05.25,R.16.19.03,R.11.04.03.01,R.34.11.03.07,R.42.04.05,R.10.01.03.05,R.14.04,R.16.01,R.43.01.03.05,R.42.16,R.12.01.01,R.01.07.01,R.20.09.07,R.32.07,R.01.03.07,R.01.05.02.07,R.01.06,R.20.09.04,R.20.01.13,R.01.06.02.01,R.20.01.27,R.11.06.02,R.14.07.02,R.10.01.05.01,R.20.09.13,R.14.07.02.02,R.01.01.06.06.01.03,R.12.07,R.14.13,R.10.03.01,R.10,R.16.03.01,R.42.04,R.34.01.01.01,R.01.01,R.02.01,R.11,R.20.01.01.01,R.01.05.13.01,R.20.01.03,R.01.20.15,R.11.04.01,R.01.03.01,R.14.07.11,R.20.09.18,R.42.27.03,R.10.03.01.01.09,R.20.01.07,R.42.04.03,R.20.01.15,R.01.01.06.04.02,R.14.07.04,R.20.09.16,R.14.01,R.11.02.03.04.03,R.01.06.06.11,R.14.13.01.01,R.14.07.09,R.10.03.02,R.01.07,R.20.01.10,R.01.02,R.99,R.01.01.06.05,R.32.01.01,R.10.01.05.03,R.10.03.04.03,R.01.01.09.06.01,R.14.13.01,R.01.03.04.03,R.02.13.03,R.01.20.19,R.01.05.09.04,R.11.04.03.05,R.14.07.03,R.10.01.03,R.42.25,R.32,R.14.07.05,R.42.10.03,R.02.19,R.10.01.05.03.01,R.01.03.04,R.20.09.01,R.02.13,R.11.02.03.01.04,R.02.16.01,R.11.04.02,R.12.04.03,R.18.02.01,R.16.19,R.01.06.05,R.12,R.10.03.01.03,R.16.21.07,R.02.10,R.01.01.11.03.01,R.34.01.01.03,R.20.09.07.27,R.12.01,R.42.08,R.10.03.04.05,R.20.03.01.01,R.11.02.03.04.01,R.20.01.23,R.01.01.03.02.01,R.32.01.09,R.34.11.03.13,R.01.04.04,R.14.07,R.14.07.11.01,R.32.01.03,R.01.06.02.02,R.40.01,R.01.01.09.04.01,R.42.19,R.11.04.03,R.01.01.09.07.01,R.01.03.10,R.02.16,R.01.06.06,R.01.02.07,R.01.01.09.05,R.32.07.03,R.20.01.01.01.01,R.34.07.01,R.20.01.21,R.34.01.01,R.01.01.11.04.01,R.20.01.03.01,R.30.01,R.14,R.01.01.13,R.01.01.06.05.01,R.11.02.03.01.01,R.02.04,R.01.01.06.02.01,R.12.04,R.20.01.25,R.38,R.01.01.03.05.01,R.40.10.02.02.01,R.14.07.01,R.01.02.02.09,R.20.09.07.25,R.20.01.01.07.07,R.01.03.16.01,R.40.20,R.10.03.03,R.01.06.10,R.01.03.01.01,R.02.45,R.14.13.04,R.20.01.01.07,R.01.01.06.05.01.01,R.20.09.18.09.01,R.10.01.05,R.01.01.09.02,R.30.01.05.05.01,R.11.04.03.03,R.02.01.03,R.01.01.09.03.01,R.18.02.09,R.42.10,R.20.09.07.05,R.20.01.03.03,R.16.21.17,R.01.03.04.01,R.01.05.06.07,R.11.02.01,R.18.02.01.01.01,R.01.01.03.03.01}
@data
-0.22,-0.06,-0.22,0.53,0.06,0.08,-0.04,-0.01,-0.04,0.06,0.09,0.03,-0.12,0,-0.16,0.02,0.13,-0.07,-0.21,0,0.3,-0.14,0.38,0.03,-0.11,0.18,-0.28,0.2,0.07,0.11,-0.32,0.13,-0.71,-0.19,-0.68,0.13,0.44,0.21,0.02,0.13,-0.34,-0.06,0.08,0.38,0.17,0.03,-0.22,-0.33,-0.39,0.03,0.4,0.46,0.5,0.37,-0.09,-0.31,-0.15,-0.04,-0.03,0.0572674,-0.38,0.06,0.12,0.89,-0.09,0.05,0.09,0.02,0.02,-0.27,0.09,-0.06,-0.34,0.05,-0.11,-0.08,-0.27,R.01.04
1.77,-0.43,-0.2,0.41,0.3,-0.32,-0.12,-0.18,-0.03,0.12,-0.18,-0.3,-0.12,0.14,0.2,0.34,-0.41,-0.05,0.54,0.23,-0.34,0.18,-0.01,-0.12,-0.06,0.05,0.05,-0.3,0.57,0.46,0.43,-0.15,0.22,-0.01,0.32,1.34,-0.36,-0.13,-0.32,-0.56,0.46,-0.69,0.34,-0.51,-0.41,-0.61,-0.18,-0.06,0.22,0.2,0.2,-0.04,0.21,0.27,-0.06,0.44,-0.09,-0.41,-0.27,0.1,-0.29,-0.2,0.07,0,-0.28,-0.09,0.48,-0.07,0.06,0.34,0.12,0,0.2,-0.14,-0.04,-0.79,0.21,R.12.07
-0.12,0.0484615,-0.2,-0.18,-0.03,-0.15,-0.07,-0.04,-0.03,0.19,0.02,0.34,0.33,-0.42,0.13,0,-0.17,-0.17,-0.11,0.42,-0.12,-0.11,0.76,0.28,0.11,0.5,0.25,0.44,-0.24,0.19,-0.52,0.02,-0.35,-0.09,-0.33,0.27,-0.66,0.28,-0.15,0.16,-0.45,0.28,-0.75,0.05,-0.11,0.05,0.2,0.02,-0.39,-0.24,0.06,-0.09,0.42,0.12,0.12,0.08,-0.32,-0.08,-0.13,0.0866667,0.06,0.19,-0.03,-0.31,-0.08,0,0.07,0.02,0.11,0.38,-0.01,-0.2,-0.04,0.1,0,-0.11,0.07,R.14.07.11
0.32,-0.03,-0.17,0.24,-0.28,-0.101117,0.17,0.08,-0.34,0.27,-0.3,0.21,0.04,0.35,0.0225459,0.27,0.01,-0.06,-0.68,0.07,0.1,0.08,-0.46,-0.1,-0.35,-0.16,-0.29,-0.11,0.12,0.02,-0.73,-0.2,-0.13,-0.2,0.1,0.74,0.62,-0.09,-0.08,-0.21,-0.06,0.5,0.77,0.18,0.02,0.12,0.86,-0.47,-0.08,-0.03,-0.14,-0.16,-0.14,0.26,0.11,-0.14,-0.19,-0.08,-0.08,-0.16,0.01,0.01,0.43,0.23,0.04,-0.11,-0.55,-0.45,-0.35,0.05,0.05,0.07,0.06,0.24,0.27,0.12,0.31,R.11.02.03.04
0.25,0.41,0.01,0.07,-0.62,0.02,-0.1,0.34,-0.12,0.31,-0.21,0.11,0.04,0.32,-0.01,0.2,0.08,-0.04,-0.32,0.05,-0.02,-0.05,-0.14,0.12,0.32,0,-0.16,-0.08,-0.19,0.04,-0.44,-0.08,-0.08,0.12,-0.13,-0.11,0.35,0.13,-0.39,0.04,-0.54,0.5,0.28,0.23,0,0.2,-0.24,-0.05,0.52,0.49,0.24,0.01,0.14,0.16,-0.06,0.07,0.15,-0.15,-0.3,0.0782353,-0.22,-0.39,-0.37,0,0.03,0.37,-0.39,0.28,-0.108462,0.18,0.01,-0.2,-0.16,0.16,-0.19,0,-0.08,R.20.09.13
0.2,-0.2,-0.79,0.16,0.13,-0.03,-0.12,0.04,0.06,-0.03,0.06,0.22,0.06,-0.16,-0.03,-0.08,0.19,-0.05,-0.08,-0.12,0.27,-0.31,-0.15,-0.09,-0.01,-0.01,0.12,0.25,0.23,0.12,0.11,0.24,-0.22,0.23,0.27,0.2,-0.33,0.07,-0.05,0.14,-0.26,-0.53,-0.1,-0.02,-0.17,-0.04,-0.78,-0.08,-0.07,-0.09,-0.09,0.14,0.17,0.08,0.27,-0.08,-0.01,0.26,0.04,0.18,0.0963636,0.08,-0.02,0.72,0.18,-0.13,0.11,0.19,0.12,0.24,0.06,-0.22,-0.36,0.11,-0.09,-0.43,-0.5,R.14.10
-0.14,0.19,-0.09,-0.1,0.14,-0.14,0.11,0.05,0.21,0.19,0.12,0.07,0.09,-0.17,0.02,-0.08,-0.08,-0.23,-0.01,-0.15,0.22,-0.38,0.15,-0.25,0.1,0.25,0.02,0.29,-0.01,0.24,-0.19,0.27,-0.54,0.21,-0.23,0.27,-0.96,0.27,-0.44,0.24,-0.44,-0.27,-0.23,0.37,0.22,0.68,0.65,0.14,0.26,0.16,-0.31,-0.21,-0.06,0.04,-0.09,0.04,-0.12,-0.15,0.02,0.00829787,-0.16,-0.2,-0.03,0.35,0.09,-0.01,0.05,0.47,-0.08,0.13,0.24,-0.24,-0.24,-0.29,-0.13,-0.32,-0.02,R.11.02.03.04
1.63,1.97,-0.34,-0.89,-1.08,-0.99,-0.16,0.2,0.61,0.37,0.1,0.3,0.18,-0.49,0.11,0,0.35,0.27,0.46,0.42,-0.2,-0.44,-0.38,-0.47,-0.11,0.48,0.79,0.27,0.22,-0.16,0.23,-0.16,0.31,0.55,0.65,0.42,0.25,0.12,-0.01,-0.05,0.24,-1.02,-0.51,-0.53,-0.69,-0.44,-1.12,-0.39,0.33,-0.15,0.06,0,-0.29,-0.42,-0.22,0.19,0.23,0.5,0.46,0.0905556,0.28,0.39,0.16,-1.37,-1.14,-0.65,-0.05,0.44,0.66,0.95,0.62,0.21,0.24,0.51,0.03,-0.41,-0.05,R.01.06
0.31,-0.86,-0.27,-0.47,-0.34,-0.02,0.36,0.07,0.07,-0.13,-0.4,-0.16,-0.02,0.16,0.0761458,0.09,0.15,-0.11,0.28,0.33,-0.16,-0.18,-0.0663878,-0.0112687,-0.0415985,0.0169925,-0.0126966,-0.0996617,0.00370787,-0.0273234,-0.0476604,0.0139552,-0.0548699,0.152283,-0.0568045,0.0939394,0.114633,-0.0825,0.0252632,-0.0595076,0.102192,0.0280755,0.189368,-0.0314706,-0.0493077,-0.0774074,0.26,-1.21,-0.8,-0.29,-0.25,-0.34,-0.02,-0.29,-0.25,0.4,0.2,0.35,0.43,0.62,0.2,0.53,0.48,-0.16,0,-0.11,0.02,-0.31,-0.55,-0.11,0.09,-0.01,-0.15,0.09,0.39,0.48,0.33,R.01.04
-0.29,0.53,-0.1,0.01,-0.48,0.05,-0.11,-0.25,-0.41,-0.23,-0.05,0.07,0.52,0.29,0.45,-0.04,-0.12,-0.09,0.03,0.22,-0.07,0.22,-0.1,0,-0.31,-0.1,0.38,-0.19,0.31,0.03,0.65,-0.25,-0.06,-0.06,0.21,0.32,0.53,-0.22,0.32,-0.1,0.38,-0.2,0.37,-0.57,-0.7,-0.61,-0.148649,0.0164865,-0.177297,-0.152432,-0.0189189,0.0948649,0.108649,0.165946,0.215135,-0.0730556,-0.0748649,0.0267568,0.0583333,-0.0388889,0.0759091,0.0170588,-0.0838235,-1.79,0,0.73,0.03,0.03,0.07,0.16,0.1,-0.04,0.36,-0.17,0.06,-0.08,0.54,R.16.19.03
-0.58,-0.27,-0.71,0.03,-0.06,-0.59,-0.0647368,0.35,0.28,0.01,0.29,-0.11,0.17,-0.21,-0.09,0.22,0.11,-0.17,-0.17,0.22,-0.27,0.01,0.24,-0.28,-0.33,-0.16,-1.03,0.27,-0.33,0.54,-0.42,0.66,-0.24,0.48,-0.63,0.19,-0.33,-0.03,-0.06,0.23,-0.1,-0.27,0.24,0.59,0.36,0.44,1.14,0.36,-0.28,-0.31,-0.56,-0.28,-0.07,0.36,0.27,-0.28,0.22,-0.35,0.4,-0.24,-0.09,-0.35,0.06,-0.99,-0.29,-0.42,-0.21,0.14,0.07,-0.03,0.07,0.42,0.49,0.12,0.4,-0.02,0.26,R.12.07
-0.36,-0.25,-0.15,0.19,-0.39,0.05,0.15,0.12,-0.24,0.28,-0.27,0.11,0.23,0.42,0.28,0.04,-0.12,-0.51,-0.27,0.08,0.04,0.01,0.07,0.04,-0.01,0.14,-0.01,0.2,0.02,0.21,0.2,0.07,-0.84,-0.16,-0.09,-0.23,0.29,0.02,-0.31,0.16,-0.29,0.47,-0.35,0.25,0.01,0.16,-0.22,-0.23,-0.06,0,-0.37,-0.01,-0.03,-0.08,0.19,-0.09,-0.04,0.08,0.35,0.00829787,-0.01,0.19,0.32,0.13,-0.111979,0.3,-0.31,-0.29,-0.02,0.07,0.11,0.06,0.06,0.12,-0.08,-0.11,-0.05,R.11.02.03.04
1.08,1.39,-0.2,-1.18,-0.07,0.14,0.05,0.54,0.27,0.46,-0.16,0.14,-0.12,-0.4,-0.09,-0.06,-0.07,-0.06,-0.04,0.21,-0.42,-0.33,-1.13,-0.38,0.12,0.33,0.53,-0.03,0.12,0.01,0.21,0.04,0.27,0.4,0.37,0.35,-0.33,0.33,-1.22,0.11,0.27,-0.22,-0.21,0.18,-0.08,-0.03,-0.5,-0.71,0.28,0.34,0.13,-0.19,-0.05,-0.19,-0.38,0.47,0.11,0.25,0.0558633,-0.02,0.03,0.31,0.11,-0.76,-0.35,-0.19,-0.23,-0.32,-0.15,0.04,0.22,0.26,0.34,0.28,0.5,0.21,0.13,R.01.04
-0.06,-0.3,0.03,0.24,-0.24,-0.07,-0.1,0.16,0.08,0.65,-0.12,0.25,-0.05,0.12,-0.19,0.03,-0.05,-0.26,-0.19,0,0.09,-0.12,-0.41,-0.36,-0.32,0.08,0.49,0.01,0.6,0.07,0.16,-0.12,-0.1,0.04,-0.04,0.26,0.8,0.1,-0.23,0.04,0.16,-0.07,0.36,-0.47,-0.53,-0.51,0.32,0.12,0.31,0.2,0,0.05,0.06,-0.1,-0.14,-0.18,-0.31,-0.22,0.09,0.0399099,-0.22,0.1,-0.06,0.1,-0.41,0.31,-0.18,-0.01,0.38,0.29,0.18,0.01,0.14,0.12,-0.45,-0.41,-0.04,R.01.05
0.2,-1.12,0,-0.09,0.49,1.04,0.99,0.59,0.05,-0.11,-0.04,-0.24,-0.38,-0.33,-0.36,-0.15,-0.07,-0.58,-0.12,-0.36,0.01,-0.45,-0.76,-0.76,-0.51,-0.47,-0.36,-0.07,-0.7,-0.45,2.35,0.1,-0.75,0.16,-0.34,0.08,-0.37,0.12,-0.51,0.06,-0.53,0.41,0.31,0.8,0.81,1.39,1.37,0.4,-0.17,0.19,-0.06,-0.36,-0.55,-0.59,-0.49,-0.1,-0.15,-0.13,-0.42,0.0365672,0.17,0.24,0.63,1.83,0.42,0.23,-0.47,-1.02,-0.88,-0.66,-0.21,0.16,-0.45,-0.31,0.52,0.62,0.22,R.42.01
-0.01,-0.4,-0.47,0,-0.57,-0.34,-0.22,-0.12,-0.22,0.38,-0.22,0.18,0.1,0.3,0.21,0.16,-0.08,-0.1,-0.1,0.36,0.12,0.15,0.14,0.04,-0.09,0.03,-0.13,-0.53,-0.23,-0.15,0.2,-0.25,-0.17,-0.19,-0.13,0.44,0.5,-0.19,-0.41,-0.02,-0.15,0.64,0.56,0.04,0.17,-0.15,-0.13,-0.19,-0.12,0.1,0.32,0.08,0.29,0.22,0.04,0.15,-0.31,-0.24,-0.18,0.0317442,0.07,-0.2,0.11,0.63,-0.1,-0.3,0.1,-0.12,-0.16,-0.09,0.08,-0.1,-0.03,0.06,0.01,0,0.02,R.43.01.03.05
0.04,-0.3,-0.42,-0.22,0.02,0.12,0.25,0.12,-0.07,0.15,-0.1,0.12,0.11,0.08,-0.04,0.01,0.03,-0.25,-0.31,-0.14,0.0491379,-0.09,-0.64,0.23,0.09,0.1,-0.06,-0.11,-0.13,0.1,-0.81,-0.11,-0.11,-0.08,-0.19,0.43,0.42,0.02,-0.32,0.01,0.1,0.73,0.51,0.19,-0.29,-0.09,-0.39,0.12,0.37,0.01,-0.31,0.08,-0.28,-0.01,0.26,-0.55,-0.13,0.35,0.43,-0.08,0.28,-0.03,-0.13,0.35,-0.18,0.37,0.3,0.1,0.09,0,0,-0.2,-0.12,0.11,-0.42,-0.34,-0.07,R.16.03.03
1.53,1.91,-1.36,-0.89,-0.65,-0.81,0.24,0.26,0.11,-0.04,-0.01,-0.43,-0.4,-0.78,-0.23,0.45,0.76,0.69,0.59,0.65,-0.33,-0.09,-0.44,0.17,0.32,0.48,0.84,-0.51,0.04,-0.49,0.21,-0.23,0.48,0.21,0.81,0.3,0.22,-0.38,-0.03,-0.82,0.45,-0.79,0.18,0.25,-0.57,-0.69,-1,-0.34,0.67,0.43,0.63,0.47,0.04,-0.26,-0.63,-0.5,-0.1,0.23,0.48,0.0317442,-0.26,0.13,0,-1.48,-0.37,-0.46,0.13,-0.06,0.16,0.32,0.27,0.4,0.8,-0.07,0.16,-0.03,0.23,R.43.01.03.05
-0.25,-0.25,-0.43,0.04,0.36,0.26,0.08,-0.04,0.02,-0.07,0.17,-0.14,-0.07,0.12,-0.24,0.01,-0.33,-0.13,-0.07,-0.05,0.12,0.01,0.12,-0.04,0,0.0757609,-0.41,-0.0498913,0.21,1.81,0.05,-0.07,-0.26,-0.04,-0.15,-0.17,0.77,-0.79,-0.12,-0.64,-0.1,-0.66,-0.22,0.42,0.21,0.08,0.76,-0.42,-0.36,0,-0.25,0.15,0.52,0.54,0.3,-0.31,-0.47,-0.7,0.05,-0.15,-0.15,0.08,0.41,0.48,0,-0.11,-0.18,0.01,-0.18,-0.02,0.11,0.01,-0.14,0.04,0,-0.09,0.06,R.10.03.01
-0.36,-0.15,0.34,0.54,0.13,0.03,-0.08,-0.05,-0.2,-0.19,0.1,-0.22,0.01,0.18,-0.02,0.08,0.05,-0.17,0.16,-0.09,0.18,0.1,-0.3,-0.05,0.2,0.23,-0.22,0.38,0.24,0.3,-0.02,0.41,-0.04,0.34,-0.12,0.2,-0.145815,0.14,-1.16,0.27,-0.48,-0.43,-0.15,0.08,-0.05,0.24,-0.89,-0.24,0.06,-0.14,-0.34,-0.51,0.02,-0.37,-0.49,1.56,0.11,0.28,-0.187812,0.03,0.3,0.38,0.23,-0.73,-0.55,0.08,0.33,0.44,0.42,0.1,0.23,0.01,0,0.15,-0.01,-0.26,-0.21,R.12.01.01
-0.3,-0.15,-0.25,-0.09,0.17,0.21,0.28,0.05,-0.04,0.08,0.1,-0.23,0.05,0.03,-0.22,0.06,-0.06,-0.3,0.05,-0.15,-0.01,-0.07,-0.02,0.16,0.38,0.01,-0.3,0.24,0.29,0.25,-0.08,0.22,-0.27,-0.02,-0.53,0.26,-0.0522222,0.14,-0.96,-0.13,-0.55,-0.32,-0.09,0.38,0.27,0.64,-0.19,0.14,0.32,-0.49,-0.06,-0.02,0.07,-0.39,-0.06,0.26,0.04,0.06,-0.51,0.0624242,-0.04,0.52,0.35,-0.08,-0.44,-0.06,0.3,0.11,0.09,-0.09,0.13,-0.02,-0.08,0.31,-0.02,-0.25,0.09,R.10.03.01
0.93,0.69,-1.12,-1,0.26,0.08,0.19,0.17,0.48,-0.21,0.31,-0.15,-0.05,-0.15,-0.14,-0.12,0.03,-0.38,0.09,-0.08,-0.14,-0.17,0.24,-0.03,0.37,0.2,0.69,0.04,0.06,-0.24,0.03,-0.21,0.09,-0.08,0.38,-0.07,0.3,-0.2,0.35,-0.41,0.39,-0.44,-0.32,-0.4,-0.37,-0.38,0.82,0.38,0.62,0.69,0.4,0.35,0.36,-0.03,-0.07,0.02,-0.13,-0.19,-0.7,0.0365672,-0.71,-0.86,-0.94,-0.05,-0.1,-0.13,-0.17,-0.1,-0.26,0.09,-0.24,0.45,0.48,-0.34,0.33,0.03,0,R.42.01
-0.04,-0.38,0.28,-0.4,0.03,-0.166474,-0.21,0.04,-0.23,0.05,-0.36,0.08,0.03,-0.26,0.22,-0.08,0.1,0.12,0.16,0.19,0.05,0.05,-0.39,-0.18,0.01,0.2,0.36,0.25,0.44,0.16,0.46,0.21,0.05,0.21,-0.05,0.06,-0.35,-0.2,-0.34,0.22,-0.1,-0.05,-0.81,-0.08,-0.2,0.12,-0.17,-0.17,0.25,0.32,-0.08,-0.34,-0.05,-0.26,-0.42,1.21,0.01,0.152155,-0.56,-0.25,0,0.24,0.26,-0.7,-0.12,0.32,0.61,0.15,0.44,0.24,-0.05,-0.22,0.13,0.22,-0.28,-0.27,-0.47,R.12.01.01
-0.27,-0.04,-0.79,-0.2,-0.03,-0.35,0.12,-0.16,0.11,-0.14,0.2,0.02,0.04,-0.01,-0.07,0.07,0,-0.09,-0.01,0.15,0.12,0.02,-0.13,0.06,0.02,0.04,-0.07,0.04,0.08,-0.09,-0.31,-0.07,-0.26,0.4,-0.09,0.06,0.0552174,0.18,-0.13,0.08,0.26,-0.09,0.41,0.02,-0.4,0,-0.28,-0.5,-0.39,-0.31,0.41,0.31,0.27,0.05,0.39,-0.45,-0.07,0.07,-0.5,0.07,0.37,0.36,0.2,-0.23,-0.23,-0.21,-0.1,-0.15,-0.06,-0.27,0.27,0.34,0.39,-0.06,0.07,0.09,0.17,R.11.02.03.01
0.23,-0.27,-0.1,-0.36,0.37,-0.0149804,0.17,-0.06,0.01,0.03,0.28,0.11,0.04,0.16,0.06,0.06,0.04,-0.29,-0.25,-0.19,-0.52,-0.01,0.01,0.32,-0.25,-0.43,-0.53,-0.33,-0.67,-0.17,-0.51,0.23,-0.27,0.29,-0.39,-0.04,-0.2,0.11,0.01,0.12,-0.02,0.66,0.41,0.7,0.29,0.64,0.4,-0.45,-0.55,-0.27,-0.24,-0.22,-0.01,0.06,0.27,0.36,0.21,0,0.02,0.08,0.0111165,-0.04,0.39,0.97,0.5,-0.42,-0.44,-0.21,-0.62,-0.39,-0.02,0.12,-0.17,0.09,0.35,0.22,0.03,R.16.01
-0.25,-0.58,-0.03,-0.1,-0.05,0.19,-0.07,0,-0.49,0.0168,-0.25,0.36,0.1,0.14,-0.1,0.08,0.11,-0.16,-0.12,-0.1,0.16,0.2,0.19,0.09,0.19,-0.12,-0.24,-0.22,0.27,-0.26,0.5,-0.48,-0.14,-0.16,0.14,-0.04,0.54,-0.16,-0.09,-0.32,0.47,0.37,0.71,-0.95,-0.06,-0.24,0.48,0.53,0.45,0.23,0.18,0.23,0.27,0.17,0,-0.6,-0.41,-0.28,-0.03,-0.33,-0.47,-0.19,-0.23,0.5,0.05,0.44,0.56,0.56,0.21,0.17,-0.53,-0.59,-0.33,0.15,-0.42,-0.62,-0.15,R.20.09.13
-0.43,-0.32,-0.17,0.32,-0.35,0.44,0.16,0.44,-0.27,-0.27,-0.37,0.04,-0.03,0.12,0.38,-0.12,0.01,0.01,0.37,-0.15,-0.27,-0.14,-0.35,0,-0.23,0.65,0.27,0.12,0.23,-0.12,0.16,-0.04,0,-0.2,0.09,0.2,0.08,-0.13,-0.36,-0.18,0.52,0.33,0.47,-0.47,-0.44,-0.59,-0.15,-0.35,0.14,0.16,0.01,-0.34,-0.07,-0.4,-0.35,1.11,0.2345,-0.07,-0.42,-0.1,0.17,0.43,0.24,0.57,-0.02,-0.19,0.54,-0.04,0.8,0.3,-0.56,-0.19,-0.17,-0.45,0.3,-0.69,-0.19,R.01.06.06.11
-0.07,-1.06,-0.2,-0.45,-0.03,-0.0103125,0.15,-0.43,0.41,-0.34,0.02,-0.09,0.21,-0.06,0.2,-0.37,0.16,-0.37,1.19,-0.27,-0.21,-0.16,0.25,-0.03,-0.13,0.4,0.24,0.25,0.12,0.25,0.08,0.03,-0.29,-0.09,-0.11,0.05,-0.83,0.13,0.15,0.02,0.44,-0.25,0.21,-0.31,-0.2,-0.4,0.64,0.1,-0.13,-0.3,-0.75,-0.57,-0.4,-0.29,0.03,0.35,0.5,0.15,0.22,0.148286,-0.1,-0.02,0.56,0.67,-0.4,0.96,0.3,0.48,-0.01,0.91,-0.22,-0.43,-0.17,-0.33,-0.31,-1.24,-0.22,R.14.10
-1.12,-0.15,0.37,0.81,-0.32,1.04,0.29,-0.47,-0.34,-0.12,-0.12,-0.12,0.38,0.47,0.36,-0.09,-0.18,-0.53,-0.32,-0.03,-0.12,0.2,-0.366923,-0.36,-0.38,-0.77,-0.06,-0.6,-0.11,0.09,0.69,0.15,0.24,0.18,0.31,-0.27,0.37,-0.35,0.19,0.01,0.57,0.07,0.23,-0.02,-0.15,-0.04,-0.4,0.13,-0.32,-0.11,-0.48,0.13,-0.66,0.02,0.34,-0.21,0.34,0.39,0.26,-0.14,0.31,0.21,0.19,-1.82,-0.3,0.64,0.26,0.09,0.04,-0.08,0.2,-0.16,0.14,0.06,-0.02,0.13,0.81,R.20.03
0.11,-1.06,0.73,0.08,0.4,0.24,0.08,-0.13,0.04,-0.49,-0.1,0.01,0.41,-0.04,0.34,-0.34,0,-0.18,0.34,-0.1,-0.32,-0.17,-0.23,-0.12,0.26,-0.53,0.69,-0.21,0.49,0.09,0.45,-0.43,0.23,0.172615,0.32,-0.32,0.0965116,-0.48,-0.0183871,-0.14,0.0785271,0.96,0.17008,-0.25,-0.43,-0.36,0.5,-0.37,-0.37,-0.39,-0.71,-0.29,0.18,0.15,0.72,0.22,-0.17,-0.04,0.17,0.04,-0.17,0.18,0.37,0.23,-0.02,0.16,0,-0.24,-0.24,-0.13,-0.15,0.06,-0.13,-0.22,0.48,0.1,0.1,R.43.01.03.05
0.24,-0.38,-0.18,-0.43,0,-0.17,-0.09,-0.17,0.23,-0.14,0.3,0.23,0.14,-0.14,-0.17,-0.15,0.06,-0.21,-0.04,-0.04,0.48,-0.14,-0.35,-0.37,-0.01,-0.23,0.16,0.18,0.01,0.11,-0.13,0.13,-0.35,0.01,-0.01,-0.16,-0.77,0.34,0.29,0.53,0.23,0.02,-0.13,0.11,0.16,0.24,-0.33,-0.12,-0.06,0.05,0.14,0.17,0.37,0.36,0.03,-0.35,-0.34,-0.34,-0.13,0.148286,0.19,0.12,0.22,0.39,0.05,-0.22,-0.03,0.07,-0.03,0.14,0,0.05,-0.17,0.23,-0.26,0,-0.22,R.14.10
